word,count
信心,4
少部分,4
忽略,4
儿子,4
没见,4
画师,4
小子,4
没电,4
更大,4
很小,4
我会,4
制度,4
不得不,4
生化危机,4
看出,4
合适,4
我熟,4
随便,4
调参,4
讲完,4
骑士,4
似乎,4
抵消,4
德国,4
有神,4
生产资料,4
分段,4
篮球,4
老仙,4
公平,4
日本,4
二乘,4
长期,4
Sir,4
销毁,4
作品,4
编写,4
构造,4
龙晶,4
愚蠢,4
搜索,4
赞美,4
attention,4
依赖,4
这门,4
算不算,4
雷军,4
辛顿,4
好人,4
主好,4
故意,4
情商,4
反复,4
上升,4
单调,4
水果,4
配音,4
秩序,4
五感,4
有序,4
重新,4
骗人,4
实践,4
别急,4
触发,4
局域网,4
终生,4
映射,4
事实上,4
A1,4
驾驶,4
膜拜,4
利特,4
可不是,4
小黑子,4
科幻电影,4
野心,4
毕业,4
what,4
一辈子,4
压力,4
gpt3,4
注入,4
交易,4
卡德,4
半年,4
大义,4
后台,4
反例,4
大道至简,4
平台,4
毫无,4
莫迪,4
原始,4
这算,4
diffusion,4
此时,4
担忧,4
霍金,4
风味,4
没学过,4
python,4
话题,4
研究生,4
服务器,4
华尔街,4
本科,4
击鼓,4
心理,4
意味着,4
风投,4
定律,4
古人,4
图形,4
wizard,4
归纳,4
缺少,4
严格,4
转换成,4
else,4
清华大学,4
有时候,4
停不下来,4
医疗,4
多层,4
分不清,4
从来,4
理性,4
前沿,4
强者,4
这事,4
幻视,4
对话,4
transformer,4
小鬼,4
收集,4
搜索引擎,4
有钱人,4
智械,4
别太,4
OPENAI,4
东风,4
指令,4
矛盾,4
庞大,4
虚拟,4
表情,4
多项式,4
形容词,4
线性规划,4
这有,4
成果,4
叠加,4
几何,4
直觉,4
纯粹,4
刷到,4
传统,4
躺平,4
asi,4
解说,4
食物,4
文本,4
单个,4
教学,4
MLP,4
叙事,4
将军,4
拿到,4
事件,4
赶上,4
外国,4
孙正义,4
保持,4
诺亚,4
电能,4
期望,4
终结,4
回到,4
商业,4
这话,4
构成,4
接口,4
agent,4
具备,4
尽头,4
经济学,4
异形,4
错过,4
建模,4
家里,4
收获,4
进到,4
自然选择,4
房子,4
呵呵,4
想想,4
只想,4
表面,4
口气,4
主题,4
不小,4
涉及,4
构建,4
有种,4
生动,4
转基因,4
chatgpt,4
call,4
全错,4
每次,4
重复,4
还好,4
瑞幸,4
清除,4
追求,4
脑机,4
数学分析,4
前方,4
网线,4
尤其,4
ok,4
nb,4
命运,4
一切都是,4
加点,4
复刻,4
jpg,4
断网,4
阿弥陀佛,4
后果,4
吴恩达,4
发钱,4
NLP,4
一说,4
入侵,4
都还没,4
听得,4
智子,4
电话,4
医学生,4
平等,4
地狱,4
一看,4
情绪,4
高一,4
防止,4
银行家,4
祖师爷,4
剪辑,4
电断,4
老外,4
bug,4
当前,4
创始人,4
结尾,4
素养,4
正态分布,4
用心,4
导弹,4
框架,4
学院,4
负担,4
BP,4
确信,4
积分,4
主动,4
长大,4
创造力,4
garbage,4
550W,4
同样,4
打电话,4
俗称,4
扩展,4
字母,4
适应,4
决定论,4
主流,4
百万,4
交互,4
发表,4
驳倒,4
最强,4
羡慕,4
登场,4
二维,4
震撼,4
and,4
网上,4
同一,4
洗澡,4
外界,4
假设,4
洗衣服,4
蛋糕,4
消除,4
箭头,4
事儿,4
时空,4
关心,4
复活,4
有效,4
演化,4
反馈,4
一会儿,4
棒棒,3
齿轮,3
类比,3
sigmod,3
无人驾驶,3
工作效率,3
通顺,3
数理统计,3
细思极,3
刚下,3
黄仁勋,3
森林,3
态度,3
搭建,3
这件,3
机翻,3
AIGC,3
先锋,3
最有,3
创意,3
丝滑,3
无数个,3
计量,3
寒冬,3
搞懂,3
粉丝,3
顶级,3
卡脖子,3
守望,3
语文,3
双手,3
人脸识别,3
上下文,3
二分法,3
科技进步,3
逼近,3
禁止,3
语素,3
车牌,3
乱入,3
人有,3
换个,3
经验主义,3
衣服,3
特定,3
最快,3
算了,3
永不,3
线代,3
导论,3
差别,3
残差,3
当代,3
凌晨,3
直观,3
谣言,3
巧妙,3
去除,3
试验,3
年纪,3
安全,3
合成,3
看上去,3
发光,3
面拌,3
递归,3
胖胖,3
课件,3
路过,3
偏微分,3
找出,3
好棒,3
摸摸,3
解释性,3
tm,3
分割,3
引发,3
疑问,3
规定,3
承包,3
理科,3
for,3
链接,3
象征,3
人格,3
营社,3
生产能力,3
三合一,3
三生,3
人去,3
联想,3
调参侠,3
面积,3
太有,3
加大,3
先生,3
加法,3
这篇,3
三十年,3
叩首,3
Python,3
大二,3
明年,3
层级,3
报告,3
可灵,3
已知,3
毫无疑问,3
精英,3
认同,3
学科,3
万卷,3
之美,3
否定,3
开头,3
这么久,3
即可,3
大病,3
普通话,3
之外,3
语句,3
三连求,3
公民,3
相当,3
好久,3
缺陷,3
图谱,3
一家,3
婴儿,3
载体,3
观察,3
这样的话,3
一颗,3
震惊,3
早期,3
机魂,3
冲突,3
路线,3
链式,3
写错,3
争取,3
别念,3
尺寸,3
随时,3
10%,3
马尔可夫,3
演示,3
条件反射,3
一发,3
不止,3
Up,3
查资料,3
瞬间,3
坚持,3
万能,3
受教,3
此处,3
片段,3
品种,3
耳朵,3
太阳,3
只靠,3
无序,3
只生,3
升级,3
原来如此,3
难以,3
about,3
hinton,3
音乐,3
趋近,3
运算量,3
交给,3
统一,3
总算,3
叠甲,3
死刑,3
知识点,3
最佳,3
大一,3
阴阳怪气,3
前进,3
对待,3
其他人,3
关联性,3
一刷,3
World,3
微分,3
投资人,3
终究会,3
单一,3
火箭,3
萨拉,3
电信号,3
gradient,3
没用,3
支配,3
进制,3
文章,3
期货,3
双料,3
开幕,3
扯淡,3
救命,3
老祖宗,3
can,3
算术,3
测量,3
占据,3
可能性,3
坚信,3
一个半,3
上来,3
不好意思,3
语料,3
狗狗,3
之神,3
调节,3
这会,3
可不,3
雏形,3
挫折,3
三体问题,3
运作,3
奇数,3
要说,3
幻听,3
轮回,3
异或门,3
应激,3
暴力,3
农夫,3
秦始皇,3
穷举,3
津津有味,3
极小值,3
实质,3
领先,3
斜率,3
百分百,3
控制变量,3
面向,3
执行,3
越多越,3
表征,3
电池,3
太慢,3
数学课,3
层面,3
能否,3
真不错,3
高中数学,3
一点点,3
清晰,3
遇到,3
演讲,3
真牛,3
中心,3
印斯茅斯,3
素材,3
咕咕,3
以上,3
相互,3
独立,3
对错,3
出手,3
启发,3
面前,3
王者,3
数学计算,3
迟早,3
消费,3
动作,3
角度看,3
EY,3
终究,3
蘑菇,3
二进制,3
byd,3
预习,3
不养,3
盒饭,3
爱看,3
充电,3
后代,3
魔导师,3
生命体,3
格局,3
西电,3
手套,3
坏人,3
初二,3
做梦,3
收益,3
openAI,3
一下子,3
阶级,3
概括,3
夺少,3
圆脸,3
这次,3
Intelligence,3
最终幻想,3
投資,3
补课,3
忽悠,3
直播,3
哥德尔,3
非常明显,3
资本家,3
违法,3
不在乎,3
纯血,3
短视,3
QQ,3
好大,3
问问,3
F47,3
出新,3
鼓励,3
不远,3
進步,3
城市,3
啧啧,3
老黄,3
退出,3
水分,3
最早,3
讲故事,3
收割,3
逆天,3
似曾相识,3
战士,3
现场,3
负值,3
反派,3
出去,3
深蓝,3
付费,3
走起,3
镜像,3
不像,3
局限,3
欺骗,3
戴眼镜,3
CG,3
听讲,3
一手,3
挨打,3
用过,3
用人,3
一位,3
认定,3
恐慌,3
啥时候,3
蛋白质,3
颜宁,3
贡献,3
疑犯,3
某种意义,3
一名,3
卷福,3
当真,3
听得懂,3
外包,3
晓涵,3
月薪,3
chat,3
万年,3
that,3
不知,3
正义,3
奴役,3
观众,3
缺席,3
无知,3
大小,3
特别,3
原图,3
处于,3
狮子,3
传感器,3
开会,3
LSTM,3
实业,3
纠结,3
母亲,3
老公,3
阵痛,3
月儿,3
个体,3
cg,3
数学系,3
敏感,3
人间,3
保留,3
核武器,3
风暴,3
流浪,3
过后,3
有意思,3
冒险,3
存储,3
冲冲,3
寻思,3
Your,3
猫猫,3
风道,3
上次,3
引起,3
狠人,3
再有,3
四大,3
细胞,3
传花,3
事实,3
重力势能,3
咖喱,3
一个多,3
scaling,3
信息网,3
甲方,3
看得出来,3
查出来,3
波士顿,3
太强大,3
加班费,3
超导,3
瓶颈,3
越来越快,3
大学生,3
新能源,3
良币,3
秘密,3
got,3
资格,3
全能,3
元凶,3
ANI,3
潜在,3
诡计,3
标记,3
干过,3
人人,3
骂人,3
能工,3
完事,3
智人,3
两天,3
人体,3
到达,3
约翰,3
庞氏,3
涌现,3
会计,3
能耗,3
实体,3
浪漫,3
逻辑推理,3
太帅,3
查出,3
艺术创作,3
独立思考,3
指导,3
红利,3
信仰,3
哇塞,3
生化,3
MOSS,3
清华,3
违背,3
指望,3
大雷,3
竞争,3
形态,3
先赞后,3
成都,3
范围,3
中科院,3
远超,3
级别,3
接入,3
上网,3
鸡皮疙瘩,3
高度,3
黑暗,3
返回,3
诺贝尔奖,3
下来,3
就够,3
生物学,3
下周,3
中脑,3
下棋,3
自私,3
沉没,3
初一,3
阿隆索,3
打篮球,3
潍坊,3
30%,3
玄戒,3
孙定锐,3
严重,3
造物,3
植物,3
四点,3
彼得,3
2.0,3
孙悟空,3
过分,3
计算方法,3
灭亡,3
恰恰,3
到处,3
重复性,3
荣誉,3
移民,3
DNA,3
广泛,3
阵痛期,3
外国人,3
整合,3
阿波罗,3
疑惑,3
刚看,3
电费,3
眼神,3
赡养,3
遗忘,3
鹅会,3
承认,3
失败,3
师大,3
洗澡水,3
采样,3
上解,3
重装机兵,3
太好,3
峰哥,3
我国,3
阴阳,3
职位,3
little,3
CNN,3
出错,3
如是说,3
银翼,3
人文,3
区域,3
流量,3
罗辑,3
开卷,3
单独,3
霸权,3
投钱,3
赞同,3
公开,3
搞清楚,3
宝贝,3
大陆,3
下山,3
社保,3
解决不了,3
量级,3
讲课,3
神明,3
再次,3
版权,3
事实证明,3
缺钱,3
过去,3
现有,3
活动,3
段位,3
最少,3
曲线,3
起飞,3
到位,3
世上,3
鸡汤,3
变胖,3
派大星,3
坐牢,3
语言学家,3
开局,3
那天,3
钢印,3
流水账,3
供不起,3
讲武,3
怎么回事,3
拓展,3
混沌,3
含义,3
每人,3
buff,3
案例,3
理想主义者,3
联合,3
全会,3
允许,3
一知半解,3
大饼,3
一块,3
笔画,3
半天,3
式子,3
练习,3
一大,3
定理,3
时事,3
重点,3
一只,3
再造,3
维持,3
科研,3
政府,3
放下,3
字数,3
关机,3
OpenAI,3
其义,3
高度发达,3
百遍,3
革命,3
海滨,3
指纹,3
等不及,3
折磨,3
痛苦,3
差点,3
主義,3
